epoch,aptitude,team_name,starter,pokemon_1,pokemon_2,pokemon_3,pokemon_4,pokemon_5,pokemon_6
25,40,Team 1299,5,Wishiwashi,Timburr,Greninja,Dhelmise,Noivern,Kangaskhan
26,399,Team 1300,4,Arcanine,Silvally,Greninja,Electabuzz,Lickitung,Kangaskhan
26,399,Team 1301,5,Arcanine,Silvally,Abra,Kingdra,Noivern,Kangaskhan
26,398,Team 1302,5,Arcanine,Silvally,Kommo-o,Ponyta,Noivern,Kangaskhan
26,398,Team 1303,5,Venusaur,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
26,398,Team 1304,5,Arcanine,Silvally,Greninja,Torterra,Noivern,Kangaskhan
26,398,Team 1305,5,Arcanine,Silvally,Greninja,Torterra,Noivern,Kangaskhan
26,397,Team 1306,5,Arcanine,Silvally,Greninja,Torterra,Sawsbuck,Kangaskhan
26,397,Team 1307,2,Venusaur,Silvally,Abra,Ponyta,Noivern,Kangaskhan
26,397,Team 1308,5,Arcanine,Silvally,Greninja,Torterra,Lycanroc,Kangaskhan
26,394,Team 1309,5,Arcanine,Silvally,Greninja,Ponyta,Butterfree,Kangaskhan
26,394,Team 1310,5,Arcanine,Silvally,Greninja,Ponyta,Diglett,Kangaskhan
26,394,Team 1311,5,Arcanine,Silvally,Greninja,Ponyta,Diglett,Kangaskhan
26,394,Team 1312,5,Arcanine,Silvally,Greninja,Ponyta,Diglett,Kangaskhan
26,392,Team 1313,5,Arcanine,Silvally,Rattata,Ponyta,Noivern,Kangaskhan
26,392,Team 1314,5,Arcanine,Silvally,Abra,Ponyta,Noivern,Kangaskhan
26,390,Team 1315,5,Arcanine,Silvally,Greninja,Kingdra,Noivern,Kangaskhan
26,389,Team 1316,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
26,389,Team 1317,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
26,389,Team 1318,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
26,389,Team 1319,2,Wishiwashi,Silvally,Greninja,Ponyta,Onix,Kangaskhan
26,389,Team 1320,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
26,389,Team 1321,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
26,388,Team 1322,5,Blaziken,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
26,388,Team 1323,5,Blaziken,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
26,388,Team 1324,5,Wishiwashi,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
26,387,Team 1325,5,Croconaw,Silvally,Greninja,Torterra,Noivern,Kangaskhan
26,387,Team 1326,4,Blaziken,Silvally,Greninja,Torterra,Diglett,Kangaskhan
26,387,Team 1327,2,Blaziken,Silvally,Monferno,Ponyta,Noivern,Kangaskhan
26,386,Team 1328,2,Arcanine,Silvally,Greninja,Ponyta,Escavalier,Kangaskhan
26,385,Team 1329,2,Wishiwashi,Silvally,Greninja,Dhelmise,Noivern,Kangaskhan
26,384,Team 1330,5,Arcanine,Silvally,Rattata,Torterra,Noivern,Kangaskhan
26,383,Team 1331,5,Arcanine,Bulbasaur,Greninja,Torterra,Noivern,Kangaskhan
26,382,Team 1332,2,Blaziken,Silvally,Abra,Ponyta,Diglett,Kangaskhan
26,382,Team 1333,5,Wishiwashi,Silvally,Greninja,Dhelmise,Noivern,Kangaskhan
26,382,Team 1334,5,Wishiwashi,Silvally,Greninja,Golett,Noivern,Kangaskhan
26,381,Team 1335,5,Blaziken,Silvally,Bagon,Ponyta,Noivern,Kangaskhan
26,381,Team 1336,5,Gardevoir,Silvally,Greninja,Dhelmise,Noivern,Kangaskhan
26,378,Team 1337,5,Wishiwashi,Silvally,Monferno,Ponyta,Butterfree,Kangaskhan
26,375,Team 1338,5,Arcanine,Timburr,Greninja,Dhelmise,Diglett,Kangaskhan
26,372,Team 1339,5,Blaziken,Silvally,Abra,Parasect,Diglett,Kangaskhan
26,364,Team 1340,2,Spearow,Silvally,Greninja,Parasect,Onix,Kangaskhan
26,361,Team 1341,5,Venusaur,Silvally,Abra,Dhelmise,Noivern,Kangaskhan
26,348,Team 1342,5,Venusaur,Togedemaru,Abra,Dhelmise,Noivern,Kangaskhan
26,347,Team 1343,2,Wishiwashi,Silvally,Krookodile,Parasect,Onix,Kangaskhan
26,335,Team 1344,5,Wishiwashi,Silvally,Greninja,Ponyta,Butterfree,Kangaskhan
26,259,Team 1345,2,Jynx,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
26,219,Team 1346,5,Blaziken,Silvally,Greninja,Ponyta,Noivern,Oddish
26,152,Team 1347,5,Wishiwashi,Silvally,Greninja,Torterra,Butterfree,Kangaskhan
26,127,Team 1348,5,Wishiwashi,Silvally,Greninja,Dhelmise,Diglett,Kangaskhan
26,5,Team 1349,5,Wishiwashi,Timburr,Greninja,Dhelmise,Diglett,Munchlax
27,400,Team 1350,5,Arcanine,Silvally,Greninja,Ponyta,Lycanroc,Kangaskhan
27,399,Team 1351,5,Arcanine,Silvally,Greninja,Vikavolt,Noivern,Kangaskhan
27,398,Team 1352,5,Arcanine,Silvally,Greninja,Kingdra,Fletchling,Kangaskhan
27,398,Team 1353,5,Arcanine,Silvally,Greninja,Golett,Diglett,Kangaskhan
27,397,Team 1354,5,Arcanine,Silvally,Greninja,Torterra,Sawsbuck,Kangaskhan
27,395,Team 1355,5,Venusaur,Silvally,Abra,Ponyta,Noivern,Kangaskhan
27,394,Team 1356,2,Wishiwashi,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
27,391,Team 1357,5,Arcanine,Silvally,Greninja,Torterra,Lycanroc,Kangaskhan
27,390,Team 1358,5,Arcanine,Silvally,Greninja,Kingdra,Noivern,Kangaskhan
27,389,Team 1359,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
27,389,Team 1360,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
27,389,Team 1361,5,Arcanine,Silvally,Greninja,Dhelmise,Sawsbuck,Kangaskhan
27,389,Team 1362,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
27,389,Team 1363,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
27,389,Team 1364,5,Arcanine,Silvally,Rattata,Ponyta,Noivern,Kangaskhan
27,389,Team 1365,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
27,388,Team 1366,5,Arcanine,Silvally,Monferno,Ponyta,Noivern,Kangaskhan
27,386,Team 1367,5,Arcanine,Silvally,Greninja,Dhelmise,Noivern,Kangaskhan
27,385,Team 1368,5,Blaziken,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
27,385,Team 1369,2,Blaziken,Silvally,Monferno,Ponyta,Noivern,Kangaskhan
27,383,Team 1370,5,Croconaw,Silvally,Greninja,Torterra,Noivern,Kangaskhan
27,383,Team 1371,5,Croconaw,Silvally,Greninja,Torterra,Noivern,Kangaskhan
27,383,Team 1372,5,Wishiwashi,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
27,382,Team 1373,5,Wishiwashi,Silvally,Rattata,Ponyta,Noivern,Togepi
27,381,Team 1374,2,Wishiwashi,Silvally,Greninja,Parasect,Noivern,Kangaskhan
27,380,Team 1375,5,Gogoat,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
27,379,Team 1376,5,Arcanine,Silvally,Abra,Kingdra,Diglett,Kangaskhan
27,378,Team 1377,2,Arcanine,Silvally,Greninja,Torterra,Noivern,Kangaskhan
27,378,Team 1378,5,Blaziken,Silvally,Greninja,Torterra,Noivern,Kangaskhan
27,376,Team 1379,5,Wishiwashi,Silvally,Greninja,Golett,Noivern,Kangaskhan
27,375,Team 1380,5,Arcanine,Bulbasaur,Greninja,Torterra,Noivern,Kangaskhan
27,375,Team 1381,5,Arcanine,Yungoos,Greninja,Torterra,Noivern,Kangaskhan
27,373,Team 1382,5,Spearow,Silvally,Greninja,Parasect,Noivern,Kangaskhan
27,372,Team 1383,5,Arcanine,Timburr,Greninja,Dhelmise,Noivern,Kangaskhan
27,371,Team 1384,5,Arcanine,Silvally,Nuzleaf,Torterra,Noivern,Kangaskhan
27,348,Team 1385,2,Venusaur,Silvally,Greninja,Torterra,Noivern,Kangaskhan
27,347,Team 1386,4,Gardevoir,Silvally,Greninja,Dhelmise,Noivern,Kangaskhan
27,346,Team 1387,5,Ledyba,Silvally,Yanmega,Torterra,Noivern,Rampardos
27,344,Team 1388,5,Arcanine,Decidueye,Wingull,Ponyta,Noivern,Kangaskhan
27,341,Team 1389,5,Blaziken,Silvally,Greninja,Ponyta,Diglett,Kangaskhan
27,328,Team 1390,5,Wishiwashi,Silvally,Greninja,Ponyta,Butterfree,Kangaskhan
27,318,Team 1391,5,Arcanine,Togedemaru,Abra,Ponyta,Noivern,Kangaskhan
27,303,Team 1392,5,Wishiwashi,Silvally,Greninja,Ponyta,Diglett,Kangaskhan
27,303,Team 1393,5,Wishiwashi,Silvally,Greninja,Ponyta,Diglett,Kangaskhan
27,211,Team 1394,5,Arcanine,Silvally,Abra,Dhelmise,Noivern,Vulpix
27,207,Team 1395,4,Gardevoir,Silvally,Greninja,Dhelmise,Lickitung,Kangaskhan
27,202,Team 1396,2,Arcanine,Bulbasaur,Greninja,Torterra,Noivern,Kangaskhan
27,177,Team 1397,2,Blaziken,Sealeo,Abra,Parasect,Noivern,Kangaskhan
27,146,Team 1398,5,Blaziken,Bulbasaur,Greninja,Ponyta,Noivern,Kangaskhan
27,26,Team 1399,5,Wishiwashi,Timburr,Greninja,Dhelmise,Diglett,Kangaskhan
28,399,Team 1400,5,Arcanine,Silvally,Greninja,Torterra,Lycanroc,Kangaskhan
28,399,Team 1401,5,Arcanine,Silvally,Greninja,Riolu,Lycanroc,Kangaskhan
28,399,Team 1402,5,Arcanine,Silvally,Greninja,Turtwig,Lycanroc,Kangaskhan
28,399,Team 1403,5,Arcanine,Silvally,Greninja,Torterra,Lycanroc,Kangaskhan
28,399,Team 1404,5,Arcanine,Silvally,Greninja,Torterra,Noivern,Kangaskhan
28,399,Team 1405,5,Arcanine,Silvally,Greninja,Torterra,Noivern,Kangaskhan
28,399,Team 1406,5,Arcanine,Silvally,Greninja,Ponyta,Lycanroc,Kangaskhan
28,398,Team 1407,5,Blaziken,Silvally,Monferno,Armaldo,Noivern,Kangaskhan
28,397,Team 1408,5,Arcanine,Silvally,Greninja,Torterra,Sawsbuck,Kangaskhan
28,396,Team 1409,5,Arcanine,Silvally,Greninja,Dhelmise,Sawsbuck,Kangaskhan
28,394,Team 1410,4,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
28,393,Team 1411,5,Arcanine,Silvally,Greninja,Kingdra,Noivern,Kangaskhan
28,393,Team 1412,5,Arcanine,Silvally,Greninja,Kingdra,Noivern,Kangaskhan
28,393,Team 1413,5,Arcanine,Silvally,Greninja,Golett,Noivern,Kangaskhan
28,393,Team 1414,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
28,393,Team 1415,5,Arcanine,Silvally,Greninja,Kingdra,Noivern,Kangaskhan
28,393,Team 1416,5,Arcanine,Silvally,Greninja,Gothita,Noivern,Kangaskhan
28,386,Team 1417,5,Gogoat,Silvally,Greninja,Parasect,Noivern,Kangaskhan
28,386,Team 1418,5,Gogoat,Silvally,Greninja,Parasect,Noivern,Kangaskhan
28,384,Team 1419,5,Croconaw,Silvally,Greninja,Torterra,Noivern,Kangaskhan
28,384,Team 1420,5,Croconaw,Silvally,Greninja,Torterra,Noivern,Kangaskhan
28,384,Team 1421,5,Wishiwashi,Silvally,Rattata,Ponyta,Noivern,Kangaskhan
28,384,Team 1422,5,Blaziken,Silvally,Monferno,Torterra,Noivern,Kangaskhan
28,384,Team 1423,5,Wishiwashi,Silvally,Rattata,Ponyta,Noivern,Kangaskhan
28,383,Team 1424,5,Arcanine,Silvally,Abra,Dhelmise,Noivern,Kangaskhan
28,382,Team 1425,2,Venusaur,Silvally,Greninja,Torterra,Diglett,Kangaskhan
28,376,Team 1426,2,Arcanine,Silvally,Greninja,Torterra,Diglett,Kangaskhan
28,374,Team 1427,5,Spearow,Silvally,Greninja,Dhelmise,Noivern,Kangaskhan
28,372,Team 1428,5,Spearow,Silvally,Greninja,Parasect,Noivern,Kangaskhan
28,361,Team 1429,5,Duosion,Silvally,Greninja,Porygon,Noivern,Kangaskhan
28,349,Team 1430,4,Spearow,Silvally,Greninja,Dhelmise,Noivern,Kangaskhan
28,347,Team 1431,4,Venusaur,Silvally,Greninja,Dhelmise,Noivern,Kangaskhan
28,347,Team 1432,4,Venusaur,Silvally,Greninja,Dhelmise,Noivern,Kangaskhan
28,329,Team 1433,5,Arcanine,Togedemaru,Abra,Ponyta,Noivern,Kangaskhan
28,329,Team 1434,5,Wishiwashi,Silvally,Greninja,Ponyta,Butterfree,Kangaskhan
28,329,Team 1435,5,Wishiwashi,Silvally,Greninja,Ponyta,Butterfree,Kangaskhan
28,305,Team 1436,5,Ledyba,Silvally,Yanmega,Torterra,Noivern,Rampardos
28,305,Team 1437,5,Wishiwashi,Silvally,Greninja,Ponyta,Diglett,Kangaskhan
28,305,Team 1438,5,Wishiwashi,Silvally,Greninja,Ponyta,Diglett,Kangaskhan
28,224,Team 1439,5,Gardevoir,Silvally,Greninja,Dhelmise,Lickitung,Kangaskhan
28,206,Team 1440,5,Gardevoir,Silvally,Greninja,Dhelmise,Diglett,Kangaskhan
28,205,Team 1441,2,Arcanine,Bulbasaur,Greninja,Torterra,Noivern,Kangaskhan
28,149,Team 1442,5,Blaziken,Bulbasaur,Greninja,Ponyta,Noivern,Kangaskhan
28,136,Team 1443,4,Gardevoir,Bulbasaur,Greninja,Torterra,Noivern,Kangaskhan
28,116,Team 1444,4,Wishiwashi,Silvally,Greninja,Dhelmise,Diglett,Kangaskhan
28,105,Team 1445,5,Wishiwashi,Silvally,Greninja,Parasect,Noivern,Togepi
28,60,Team 1446,5,Spearow,Bulbasaur,Greninja,Krabby,Noivern,Kangaskhan
28,53,Team 1447,5,Wishiwashi,Zubat,Greninja,Ponyta,Diglett,Kangaskhan
28,12,Team 1448,5,Wishiwashi,Silvally,Rattata,Ponyta,Noivern,Togepi
28,12,Team 1449,5,Wishiwashi,Silvally,Rattata,Ponyta,Noivern,Togepi
29,399,Team 1450,5,Arcanine,Silvally,Greninja,Ponyta,Lycanroc,Kangaskhan
29,397,Team 1451,5,Arcanine,Silvally,Greninja,Riolu,Lycanroc,Kangaskhan
29,397,Team 1452,5,Arcanine,Silvally,Greninja,Parasect,Noivern,Kangaskhan
29,397,Team 1453,4,Arcanine,Silvally,Greninja,Torterra,Lycanroc,Kangaskhan
29,396,Team 1454,5,Arcanine,Silvally,Greninja,Dhelmise,Diglett,Kangaskhan
29,395,Team 1455,5,Arcanine,Silvally,Greninja,Ponyta,Phantump,Kangaskhan
29,395,Team 1456,5,Arcanine,Silvally,Greninja,Ponyta,Diglett,Kangaskhan
29,395,Team 1457,5,Arcanine,Silvally,Greninja,Ponyta,Butterfree,Kangaskhan
29,395,Team 1458,5,Arcanine,Silvally,Greninja,Ponyta,Butterfree,Kangaskhan
29,389,Team 1459,5,Arcanine,Silvally,Greninja,Kingdra,Noivern,Kangaskhan
29,389,Team 1460,5,Arcanine,Silvally,Greninja,Kingdra,Noivern,Kangaskhan
29,389,Team 1461,5,Arcanine,Silvally,Abra,Ponyta,Noivern,Kangaskhan
29,387,Team 1462,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
29,386,Team 1463,5,Arcanine,Silvally,Greninja,Krabby,Noivern,Kangaskhan
29,386,Team 1464,5,Gogoat,Silvally,Greninja,Parasect,Noivern,Kangaskhan
29,383,Team 1465,5,Wishiwashi,Silvally,Greninja,Kingdra,Noivern,Kangaskhan
29,383,Team 1466,5,Gogoat,Silvally,Greninja,Seel,Noivern,Kangaskhan
29,381,Team 1467,5,Croconaw,Silvally,Greninja,Torterra,Noivern,Kangaskhan
29,381,Team 1468,5,Croconaw,Silvally,Greninja,Torterra,Noivern,Kangaskhan
29,381,Team 1469,5,Croconaw,Silvally,Greninja,Torterra,Noivern,Kangaskhan
29,378,Team 1470,4,Croconaw,Silvally,Greninja,Torterra,Noivern,Kangaskhan
29,378,Team 1471,5,Blaziken,Silvally,Monferno,Dhelmise,Noivern,Kangaskhan
29,376,Team 1472,5,Arcanine,Leafeon,Greninja,Ponyta,Noivern,Kangaskhan
29,375,Team 1473,5,Gardevoir,Silvally,Greninja,Dhelmise,Noivern,Kangaskhan
29,375,Team 1474,5,Wishiwashi,Silvally,Rattata,Ponyta,Noivern,Kangaskhan
29,375,Team 1475,4,Gogoat,Silvally,Greninja,Parasect,Noivern,Kangaskhan
29,374,Team 1476,5,Arcanine,Bulbasaur,Greninja,Krabby,Noivern,Kangaskhan
29,372,Team 1477,5,Spearow,Silvally,Greninja,Torterra,Noivern,Kangaskhan
29,372,Team 1478,4,Arcanine,Silvally,Greninja,Golett,Diglett,Kangaskhan
29,367,Team 1479,5,Spearow,Silvally,Greninja,Parasect,Noivern,Kangaskhan
29,366,Team 1480,5,Spearow,Silvally,Greninja,Araquanid,Noivern,Kangaskhan
29,365,Team 1481,5,Gardevoir,Silvally,Monferno,Dhelmise,Diglett,Kangaskhan
29,364,Team 1482,5,Spearow,Silvally,Greninja,Tirtouga,Noivern,Kangaskhan
29,350,Team 1483,5,Arcanine,Togedemaru,Abra,Kingdra,Noivern,Kangaskhan
29,347,Team 1484,5,Wishiwashi,Silvally,Greninja,Ponyta,Lycanroc,Kangaskhan
29,342,Team 1485,4,Spearow,Silvally,Greninja,Dhelmise,Noivern,Kangaskhan
29,335,Team 1486,5,Gardevoir,Silvally,Greninja,Kingdra,Diglett,Kangaskhan
29,335,Team 1487,5,Arcanine,Silvally,Greninja,Torterra,Noivern,Rampardos
29,320,Team 1488,5,Wishiwashi,Silvally,Greninja,Ponyta,Butterfree,Kangaskhan
29,306,Team 1489,5,Arcanine,Togedemaru,Abra,Parasect,Noivern,Kangaskhan
29,296,Team 1490,2,Ledyba,Bulbasaur,Yanmega,Torterra,Noivern,Kangaskhan
29,209,Team 1491,4,Ivysaur,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
29,195,Team 1492,5,Gardevoir,Silvally,Greninja,Dhelmise,Diglett,Kangaskhan
29,195,Team 1493,5,Gardevoir,Silvally,Greninja,Dhelmise,Diglett,Kangaskhan
29,192,Team 1494,4,Wishiwashi,Silvally,Greninja,Torterra,Diglett,Kangaskhan
29,149,Team 1495,5,Wishiwashi,Silvally,Greninja,Torterra,Butterfree,Kangaskhan
29,87,Team 1496,5,Gardevoir,Bulbasaur,Greninja,Torterra,Squirtle,Kangaskhan
29,83,Team 1497,5,Wishiwashi,Silvally,Greninja,Parasect,Noivern,Mawile
29,57,Team 1498,5,Spearow,Bulbasaur,Greninja,Krabby,Noivern,Kangaskhan
29,41,Team 1499,4,Gardevoir,Bulbasaur,Greninja,Torterra,Noivern,Vivillon
30,399,Team 1500,5,Arcanine,Silvally,Greninja,Parasect,Noivern,Kangaskhan
30,399,Team 1501,5,Arcanine,Silvally,Greninja,Parasect,Noivern,Kangaskhan
30,398,Team 1502,5,Arcanine,Silvally,Greninja,Kingdra,Butterfree,Kangaskhan
30,398,Team 1503,5,Arcanine,Silvally,Greninja,Ponyta,Butterfree,Kangaskhan
30,398,Team 1504,5,Arcanine,Silvally,Greninja,Gothita,Butterfree,Kangaskhan
30,398,Team 1505,4,Arcanine,Silvally,Greninja,Torterra,Lycanroc,Kangaskhan
30,398,Team 1506,5,Arcanine,Silvally,Greninja,Ponyta,Lycanroc,Kangaskhan
30,398,Team 1507,5,Arcanine,Silvally,Greninja,Ponyta,Butterfree,Kangaskhan
30,397,Team 1508,5,Arcanine,Silvally,Greninja,Torterra,Butterfree,Kangaskhan
30,397,Team 1509,5,Arcanine,Silvally,Greninja,Ponyta,Phantump,Kangaskhan
30,397,Team 1510,5,Arcanine,Silvally,Greninja,Ponyta,Diglett,Kangaskhan
30,395,Team 1511,5,Arcanine,Silvally,Greninja,Dhelmise,Noivern,Kangaskhan
30,395,Team 1512,5,Arcanine,Silvally,Greninja,Dhelmise,Noivern,Kangaskhan
30,394,Team 1513,5,Gogoat,Silvally,Greninja,Parasect,Noivern,Kangaskhan
30,394,Team 1514,5,Gogoat,Silvally,Greninja,Parasect,Noivern,Kangaskhan
30,394,Team 1515,5,Gogoat,Silvally,Greninja,Parasect,Noivern,Kangaskhan
30,394,Team 1516,5,Gogoat,Silvally,Greninja,Parasect,Noivern,Kangaskhan
30,394,Team 1517,5,Gogoat,Silvally,Sneasel,Parasect,Noivern,Kangaskhan
30,393,Team 1518,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
30,387,Team 1519,5,Arcanine,Turtwig,Greninja,Parasect,Noivern,Kangaskhan
30,386,Team 1520,5,Arcanine,Mienfoo,Greninja,Ponyta,Noivern,Kangaskhan
30,385,Team 1521,5,Arcanine,Bulbasaur,Greninja,Gothita,Noivern,Kangaskhan
30,385,Team 1522,5,Arcanine,Togedemaru,Greninja,Golett,Victreebel,Kangaskhan
30,385,Team 1523,4,Arcanine,Silvally,Greninja,Golett,Noivern,Kangaskhan
30,384,Team 1524,5,Gardevoir,Silvally,Greninja,Dhelmise,Noivern,Kangaskhan
30,383,Team 1525,5,Spearow,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
30,383,Team 1526,5,Spearow,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
30,383,Team 1527,5,Blaziken,Silvally,Greninja,Dhelmise,Noivern,Kangaskhan
30,383,Team 1528,5,Wishiwashi,Silvally,Greninja,Dhelmise,Noivern,Kangaskhan
30,382,Team 1529,5,Arcanine,Togedemaru,Greninja,Ponyta,Butterfree,Kangaskhan
30,382,Team 1530,4,Arcanine,Silvally,Greninja,Parasect,Noivern,Kangaskhan
30,381,Team 1531,5,Koffing,Silvally,Greninja,Chatot,Noivern,Kangaskhan
30,381,Team 1532,4,Croconaw,Silvally,Greninja,Torterra,Noivern,Kangaskhan
30,381,Team 1533,4,Croconaw,Silvally,Greninja,Torterra,Noivern,Kangaskhan
30,381,Team 1534,4,Croconaw,Silvally,Greninja,Torterra,Noivern,Kangaskhan
30,377,Team 1535,4,Spearow,Silvally,Greninja,Torterra,Noivern,Kangaskhan
30,375,Team 1536,5,Spearow,Silvally,Greninja,Gothita,Noivern,Kangaskhan
30,375,Team 1537,5,Spearow,Silvally,Greninja,Tirtouga,Noivern,Kangaskhan
30,375,Team 1538,5,Spearow,Silvally,Greninja,Tirtouga,Noivern,Kangaskhan
30,349,Team 1539,5,Arcanine,Silvally,Greninja,Torterra,Noivern,Rampardos
30,342,Team 1540,5,Gardevoir,Silvally,Greninja,Ponyta,Diglett,Kangaskhan
30,323,Team 1541,5,Spearow,Silvally,Greninja,Ponyta,Butterfree,Kangaskhan
30,323,Team 1542,5,Spearow,Silvally,Greninja,Ponyta,Butterfree,Kangaskhan
30,322,Team 1543,5,Arcanine,Togedemaru,Abra,Parasect,Noivern,Kangaskhan
30,283,Team 1544,4,Croconaw,Silvally,Greninja,Torterra,Diglett,Kangaskhan
30,260,Team 1545,5,Bulbasaur,Silvally,Abra,Ponyta,Noivern,Kangaskhan
30,206,Team 1546,5,Gardevoir,Silvally,Greninja,Dhelmise,Diglett,Kangaskhan
30,191,Team 1547,4,Arcanine,Togedemaru,Abra,Kingdra,Noivern,Kangaskhan
30,136,Team 1548,4,Spearow,Silvally,Greninja,Golett,Diglett,Kangaskhan
30,132,Team 1549,5,Spearow,Silvally,Greninja,Parasect,Butterfree,Kangaskhan
31,400,Team 1550,5,Arcanine,Silvally,Greninja,Ponyta,Golem,Kangaskhan
31,399,Team 1551,5,Arcanine,Silvally,Greninja,Parasect,Noivern,Kangaskhan
31,399,Team 1552,5,Arcanine,Silvally,Greninja,Parasect,Noivern,Kangaskhan
31,399,Team 1553,5,Arcanine,Silvally,Greninja,Parasect,Noivern,Kangaskhan
31,398,Team 1554,5,Arcanine,Silvally,Greninja,Ponyta,Kecleon,Kangaskhan
31,397,Team 1555,4,Arcanine,Silvally,Greninja,Ponyta,Lycanroc,Kangaskhan
31,397,Team 1556,5,Arcanine,Silvally,Greninja,Torterra,Butterfree,Kangaskhan
31,397,Team 1557,5,Arcanine,Silvally,Greninja,Chatot,Butterfree,Kangaskhan
31,397,Team 1558,5,Arcanine,Silvally,Greninja,Kingdra,Butterfree,Kangaskhan
31,397,Team 1559,5,Arcanine,Silvally,Greninja,Kingdra,Butterfree,Kangaskhan
31,397,Team 1560,5,Arcanine,Silvally,Greninja,Ponyta,Butterfree,Kangaskhan
31,397,Team 1561,5,Arcanine,Silvally,Greninja,Kingdra,Phantump,Kangaskhan
31,395,Team 1562,5,Arcanine,Silvally,Abra,Kingdra,Noivern,Kangaskhan
31,390,Team 1563,5,Gogoat,Silvally,Sneasel,Parasect,Noivern,Kangaskhan
31,390,Team 1564,5,Gogoat,Silvally,Sneasel,Parasect,Noivern,Kangaskhan
31,389,Team 1565,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
31,389,Team 1566,5,Gogoat,Silvally,Greninja,Dhelmise,Noivern,Kangaskhan
31,389,Team 1567,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
31,389,Team 1568,5,Gogoat,Silvally,Greninja,Parasect,Noivern,Kangaskhan
31,389,Team 1569,5,Gogoat,Silvally,Greninja,Parasect,Noivern,Kangaskhan
31,389,Team 1570,5,Gogoat,Silvally,Greninja,Parasect,Noivern,Kangaskhan
31,388,Team 1571,5,Arcanine,Silvally,Greninja,Gothita,Noivern,Kangaskhan
31,383,Team 1572,4,Arcanine,Silvally,Greninja,Kingdra,Butterfree,Kangaskhan
31,382,Team 1573,4,Croconaw,Silvally,Greninja,Parasect,Noivern,Kangaskhan
31,382,Team 1574,4,Croconaw,Silvally,Greninja,Parasect,Noivern,Kangaskhan
31,381,Team 1575,4,Arcanine,Silvally,Greninja,Ponyta,Cubchoo,Kangaskhan
31,381,Team 1576,4,Arcanine,Silvally,Greninja,Golett,Noivern,Kangaskhan
31,380,Team 1577,5,Arcanine,Togedemaru,Greninja,Ponyta,Noivern,Kangaskhan
31,379,Team 1578,1,Croconaw,Silvally,Greninja,Dhelmise,Noivern,Kangaskhan
31,379,Team 1579,5,Gardevoir,Silvally,Greninja,Dhelmise,Noivern,Kangaskhan
31,378,Team 1580,5,Arcanine,Turtwig,Greninja,Parasect,Noivern,Kangaskhan
31,378,Team 1581,4,Arcanine,Silvally,Greninja,Parasect,Diglett,Kangaskhan
31,377,Team 1582,5,Koffing,Silvally,Greninja,Chatot,Noivern,Kangaskhan
31,376,Team 1583,5,Arcanine,Mienfoo,Greninja,Ponyta,Noivern,Kangaskhan
31,375,Team 1584,5,Arcanine,Bulbasaur,Greninja,Gothita,Noivern,Kangaskhan
31,375,Team 1585,5,Elgyem,Silvally,Greninja,Parasect,Noivern,Kangaskhan
31,373,Team 1586,5,Arcanine,Silvally,Machop,Parasect,Noivern,Kangaskhan
31,372,Team 1587,4,Gardevoir,Silvally,Greninja,Torterra,Noivern,Kangaskhan
31,367,Team 1588,5,Spearow,Silvally,Greninja,Gothita,Noivern,Kangaskhan
31,341,Team 1589,5,Arcanine,Silvally,Greninja,Torterra,Noivern,Rampardos
31,312,Team 1590,5,Arcanine,Togedemaru,Abra,Parasect,Noivern,Kangaskhan
31,312,Team 1591,5,Arcanine,Togedemaru,Abra,Parasect,Noivern,Kangaskhan
31,221,Team 1592,4,Croconaw,Silvally,Greninja,Golett,Noivern,Kangaskhan
